Country;Year;Satisfaction;Vote;Age;Education;Community;Post_Stratification_Weight
HU;2012;3;Other;77;Lower secondary education completed (ISCED 2);Town or small city;1,069063032
HU;2012;3;Fidesz;50;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,737074767
HU;2012;0;Fidesz;33;Upper secondary education completed (ISCED 3);Town or small city;0,849231533
HU;2012;0;Other;60;Upper secondary education completed (ISCED 3);Town or small city;0,721306513
HU;2012;2;Fidesz;25;Upper secondary education completed (ISCED 3);Town or small city;0,722652272
HU;2012;4;Other;77;Less than lower secondary education (ISCED 0-1);Town or small city;0,807007098
HU;2012;3;Other;34;Tertiary education completed (ISCED 5-6);Country village;1,68225415
HU;2012;3;Fidesz;55;Upper secondary education completed (ISCED 3);Country village;1,099346194
HU;2012;4;Other;66;Upper secondary education completed (ISCED 3);Town or small city;1,041145836
HU;2012;3;Other;36;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,897898746
HU;2012;6;Fidesz;61;Upper secondary education completed (ISCED 3);Town or small city;1,041145836
HU;2012;3;Fidesz;40;Upper secondary education completed (ISCED 3);Town or small city;0,942612392
HU;2012;6;Other;36;Upper secondary education completed (ISCED 3);A big city;0,942612392
HU;2012;0;Other;56;Upper secondary education completed (ISCED 3);Town or small city;0,878689982
HU;2012;4;Other;71;Tertiary education completed (ISCED 5-6);Town or small city;0,967460983
HU;2012;6;Fidesz;68;Tertiary education completed (ISCED 5-6);Town or small city;1,047322317
HU;2012;6;Fidesz;46;Tertiary education completed (ISCED 5-6);Town or small city;0,790441153
HU;2012;7;Fidesz;61;Upper secondary education completed (ISCED 3);Town or small city;0,878689982
HU;2012;5;Other;86;Tertiary education completed (ISCED 5-6);Town or small city;1,047322317
HU;2012;1;Fidesz;81;Less than lower secondary education (ISCED 0-1);Town or small city;1,09855897
HU;2012;4;Fidesz;65;Upper secondary education completed (ISCED 3);Town or small city;1,163434037
HU;2012;1;Fidesz;41;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,003361803
HU;2012;2;Other;24;Lower secondary education completed (ISCED 2);Town or small city;1,465817501
HU;2012;1;Other;31;Upper secondary education completed (ISCED 3);Country village;1,052994787
HU;2012;2;Fidesz;46;Upper secondary education completed (ISCED 3);Country village;1,074010168
HU;2012;1;Other;16;Upper secondary education completed (ISCED 3);Country village;1,052994787
HU;2012;1;Other;77;Lower secondary education completed (ISCED 2);Country village;1,175910324
HU;2012;2;Other;44;Upper secondary education completed (ISCED 3);Country village;1,127493827
HU;2012;0;Other;35;Upper secondary education completed (ISCED 3);Country village;1,127493827
HU;2012;3;Other;51;Upper secondary education completed (ISCED 3);Town or small city;0,879969068
HU;2012;3;Other;63;Lower secondary education completed (ISCED 2);Town or small city;0,917756433
HU;2012;3;Other;60;Lower secondary education completed (ISCED 2);Town or small city;0,917756433
HU;2012;3;Fidesz;47;Upper secondary education completed (ISCED 3);Town or small city;0,838226963
HU;2012;4;Other;75;Lower secondary education completed (ISCED 2);Town or small city;0,917756433
HU;2012;9;Fidesz;61;Upper secondary education completed (ISCED 3);Country village;1,082522378
HU;2012;8;Fidesz;47;Upper secondary education completed (ISCED 3);Country village;0,933582456
HU;2012;4;Other;25;Upper secondary education completed (ISCED 3);Country village;1,075640756
HU;2012;8;Other;48;Upper secondary education completed (ISCED 3);Country village;0,980073082
HU;2012;5;Other;78;Lower secondary education completed (ISCED 2);Country village;1,022159083
HU;2012;1;Other;64;Lower secondary education completed (ISCED 2);Farm or home in countryside;1,354080393
HU;2012;0;Other;54;Upper secondary education completed (ISCED 3);Country village;0,824528071
HU;2012;1;Other;24;Post-secondary non-tertiary education completed (ISCED 4);Country village;0,904928432
HU;2012;NA;Other;87;Less than lower secondary education (ISCED 0-1);Country village;0,859934705
HU;2012;1;Other;35;Upper secondary education completed (ISCED 3);Country village;0,824528071
HU;2012;0;Other;42;NA;Country village;0,907453171
HU;2012;0;Other;30;Upper secondary education completed (ISCED 3);Country village;0,770047463
HU;2012;1;Other;43;Upper secondary education completed (ISCED 3);Country village;0,824528071
HU;2012;6;Other;68;Lower secondary education completed (ISCED 2);Town or small city;0,825980789
HU;2012;0;Fidesz;56;Lower secondary education completed (ISCED 2);Town or small city;0,825980789
HU;2012;2;Other;52;Upper secondary education completed (ISCED 3);Farm or home in countryside;0,791972161
HU;2012;NA;Other;87;Less than lower secondary education (ISCED 0-1);Farm or home in countryside;0,825980789
HU;2012;2;Other;36;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,791972161
HU;2012;0;Fidesz;64;Lower secondary education completed (ISCED 2);Town or small city;1,094197968
HU;2012;1;Fidesz;40;Upper secondary education completed (ISCED 3);A big city;0,803223714
HU;2012;1;Other;48;Upper secondary education completed (ISCED 3);A big city;0,803223714
HU;2012;2;Other;23;Upper secondary education completed (ISCED 3);A big city;0,925446015
HU;2012;2;Other;68;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,786040334
HU;2012;0;Other;39;Upper secondary education completed (ISCED 3);A big city;0,843222724
HU;2012;3;Other;19;Upper secondary education completed (ISCED 3);A big city;0,925446015
HU;2012;3;Other;36;Tertiary education completed (ISCED 5-6);A big city;1,019979358
HU;2012;2;Fidesz;48;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,843222724
HU;2012;NA;Other;43;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,803223714
HU;2012;1;Other;29;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,925446015
HU;2012;0;Other;51;Lower secondary education completed (ISCED 2);A big city;1,063176936
HU;2012;NA;Other;48;Upper secondary education completed (ISCED 3);A big city;0,803223714
HU;2012;6;Other;39;Tertiary education completed (ISCED 5-6);A big city;1,019979358
HU;2012;0;Other;54;Tertiary education completed (ISCED 5-6);A big city;1,019979358
HU;2012;2;Fidesz;70;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,879432139
HU;2012;5;Other;77;Lower secondary education completed (ISCED 2);A big city;0,879432139
HU;2012;0;Other;36;Upper secondary education completed (ISCED 3);A big city;0,803223714
HU;2012;1;Fidesz;59;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,786040334
HU;2012;5;Other;29;Tertiary education completed (ISCED 5-6);A big city;0,877247507
HU;2012;3;Fidesz;59;Upper secondary education completed (ISCED 3);A big city;0,931366737
HU;2012;1;Fidesz;32;Upper secondary education completed (ISCED 3);A big city;0,787506869
HU;2012;3;Other;18;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,925446015
HU;2012;0;Other;53;Tertiary education completed (ISCED 5-6);A big city;0,70709652
HU;2012;0;Other;53;Upper secondary education completed (ISCED 3);A big city;0,803223714
HU;2012;3;Other;62;Tertiary education completed (ISCED 5-6);A big city;0,865451263
HU;2012;3;Fidesz;40;Upper secondary education completed (ISCED 3);Town or small city;0,754404267
HU;2012;2;Fidesz;29;Lower secondary education completed (ISCED 2);Town or small city;1,102113887
HU;2012;3;Fidesz;65;Tertiary education completed (ISCED 5-6);Town or small city;0,879948244
HU;2012;2;Other;49;Upper secondary education completed (ISCED 3);Town or small city;0,791972161
HU;2012;3;Other;16;Lower secondary education completed (ISCED 2);Town or small city;1,102113887
HU;2012;0;Other;88;Less than lower secondary education (ISCED 0-1);Town or small city;0,825980789
HU;2012;2;Other;54;Upper secondary education completed (ISCED 3);Town or small city;0,754404267
HU;2012;5;Other;76;Upper secondary education completed (ISCED 3);A big city;0,980929836
HU;2012;4;Fidesz;68;Tertiary education completed (ISCED 5-6);A big city;1,080029774
HU;2012;1;Other;37;Upper secondary education completed (ISCED 3);A big city;1,002373634
HU;2012;0;Other;39;Upper secondary education completed (ISCED 3);A big city;1,05228993
HU;2012;4;Other;56;Tertiary education completed (ISCED 5-6);A big city;1,080029774
HU;2012;5;Other;72;Upper secondary education completed (ISCED 3);A big city;1,162288218
HU;2012;3;Other;31;Upper secondary education completed (ISCED 3);A big city;0,98275998
HU;2012;1;Other;48;Lower secondary education completed (ISCED 2);A big city;1,343763451
HU;2012;2;Other;44;Tertiary education completed (ISCED 5-6);A big city;0,882412827
HU;2012;3;Other;48;Lower secondary education completed (ISCED 2);A big city;1,343763451
HU;2012;1;Other;27;Tertiary education completed (ISCED 5-6);A big city;1,094750759
HU;2012;0;Other;60;Upper secondary education completed (ISCED 3);A big city;1,162288218
HU;2012;5;Fidesz;56;Lower secondary education completed (ISCED 2);A big city;1,097477045
HU;2012;1;Other;34;Upper secondary education completed (ISCED 3);A big city;1,154899523
HU;2012;1;Other;27;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,98275998
HU;2012;2;Other;41;Upper secondary education completed (ISCED 3);A big city;1,002373634
HU;2012;0;Other;53;Upper secondary education completed (ISCED 3);A big city;1,002373634
HU;2012;NA;Other;15;Less than lower secondary education (ISCED 0-1);A big city;1,727942162
HU;2012;NA;Other;32;Upper secondary education completed (ISCED 3);Town or small city;0,917898423
HU;2012;5;Fidesz;57;Lower secondary education completed (ISCED 2);Town or small city;1,155504987
HU;2012;5;Other;67;Upper secondary education completed (ISCED 3);A big city;0,779629684
HU;2012;5;Other;17;Lower secondary education completed (ISCED 2);Town or small city;1,163864429
HU;2012;5;Other;59;Upper secondary education completed (ISCED 3);Town or small city;0,923770858
HU;2012;10;Other;17;Lower secondary education completed (ISCED 2);Town or small city;1,373344914
HU;2012;3;Other;77;Lower secondary education completed (ISCED 2);Country village;0,919736126
HU;2012;5;Other;82;Lower secondary education completed (ISCED 2);Country village;1,218398071
HU;2012;0;Other;32;Upper secondary education completed (ISCED 3);Country village;0,967858798
HU;2012;2;Fidesz;46;Upper secondary education completed (ISCED 3);Country village;0,840035103
HU;2012;3;Other;17;Lower secondary education completed (ISCED 2);Country village;1,227212509
HU;2012;1;Fidesz;60;Lower secondary education completed (ISCED 2);Country village;0,919736126
HU;2012;1;Fidesz;22;Upper secondary education completed (ISCED 3);Town or small city;1,045914793
HU;2012;4;Fidesz;60;Upper secondary education completed (ISCED 3);Town or small city;1,052606238
HU;2012;1;Fidesz;80;Tertiary education completed (ISCED 5-6);Town or small city;0,978110299
HU;2012;10;Fidesz;58;Upper secondary education completed (ISCED 3);Town or small city;0,874758834
HU;2012;6;Other;41;Upper secondary education completed (ISCED 3);Town or small city;0,791972161
HU;2012;1;Other;63;Tertiary education completed (ISCED 5-6);Town or small city;0,879948244
HU;2012;1;Other;35;Upper secondary education completed (ISCED 3);Town or small city;0,791972161
HU;2012;4;Other;65;Upper secondary education completed (ISCED 3);Town or small city;0,738265282
HU;2012;1;Other;37;Lower secondary education completed (ISCED 2);Country village;1,254929419
HU;2012;2;Fidesz;28;Lower secondary education completed (ISCED 2);Country village;1,385072845
HU;2012;1;Other;80;Upper secondary education completed (ISCED 3);Country village;0,92780901
HU;2012;1;Other;57;Upper secondary education completed (ISCED 3);Country village;0,92780901
HU;2012;4;Other;70;Upper secondary education completed (ISCED 3);Country village;1,099346194
HU;2012;1;Other;29;Upper secondary education completed (ISCED 3);Country village;0,929540045
HU;2012;3;Other;57;Upper secondary education completed (ISCED 3);Town or small city;0,888362153
HU;2012;5;Other;18;Lower secondary education completed (ISCED 2);Town or small city;1,564880956
HU;2012;0;Other;37;Upper secondary education completed (ISCED 3);Town or small city;0,907782358
HU;2012;2;Other;73;Upper secondary education completed (ISCED 3);Town or small city;1,052606238
HU;2012;2;Other;34;Tertiary education completed (ISCED 5-6);Town or small city;1,610731197
HU;2012;5;Other;37;Lower secondary education completed (ISCED 2);Country village;1,169904325
HU;2012;6;Fidesz;64;Post-secondary non-tertiary education completed (ISCED 4);Country village;0,854014936
HU;2012;6;Other;76;Less than lower secondary education (ISCED 0-1);Country village;0,955483006
HU;2012;6;Other;58;Tertiary education completed (ISCED 5-6);Country village;1,017911801
HU;2012;6;Other;23;Upper secondary education completed (ISCED 3);Country village;1,005476035
HU;2012;6;Other;20;Upper secondary education completed (ISCED 3);Country village;0,855608292
HU;2012;5;Other;49;Tertiary education completed (ISCED 5-6);Country village;0,768244278
HU;2012;5;Fidesz;52;Upper secondary education completed (ISCED 3);Country village;0,94809155
HU;2012;5;Fidesz;73;Post-secondary non-tertiary education completed (ISCED 4);Country village;0,92780901
HU;2012;5;Fidesz;39;Upper secondary education completed (ISCED 3);Country village;0,94809155
HU;2012;2;Fidesz;30;Upper secondary education completed (ISCED 3);Country village;1,092357622
HU;2012;7;Fidesz;40;Tertiary education completed (ISCED 5-6);Country village;0,834627046
HU;2012;1;Other;37;Upper secondary education completed (ISCED 3);Country village;0,995304702
HU;2012;2;Other;50;Upper secondary education completed (ISCED 3);Country village;0,995304702
HU;2012;0;Other;43;Upper secondary education completed (ISCED 3);Town or small city;0,94809155
HU;2012;3;Other;41;Upper secondary education completed (ISCED 3);A big city;0,883436942
HU;2012;3;Other;65;Less than lower secondary education (ISCED 0-1);A big city;0,967255853
HU;2012;3;Fidesz;46;Lower secondary education completed (ISCED 2);A big city;1,169350162
HU;2012;NA;Other;48;Upper secondary education completed (ISCED 3);A big city;0,927430417
HU;2012;NA;Other;27;Tertiary education completed (ISCED 5-6);A big city;0,964853055
HU;2012;3;Fidesz;58;Tertiary education completed (ISCED 5-6);A big city;0,951878789
HU;2012;2;Other;46;Upper secondary education completed (ISCED 3);A big city;0,927430417
HU;2012;2;Other;27;Upper secondary education completed (ISCED 3);A big city;1,017864864
HU;2012;4;Other;78;Upper secondary education completed (ISCED 3);A big city;1,024376854
HU;2012;3;Other;33;Upper secondary education completed (ISCED 3);A big city;1,017864864
HU;2012;3;Other;53;Upper secondary education completed (ISCED 3);A big city;0,883436942
HU;2012;7;Other;38;Tertiary education completed (ISCED 5-6);A big city;0,783683978
HU;2012;9;Other;37;Tertiary education completed (ISCED 5-6);A big city;0,783683978
HU;2012;9;Other;64;Lower secondary education completed (ISCED 2);A big city;0,974685714
HU;2012;4;Other;48;Upper secondary education completed (ISCED 3);A big city;0,890222958
HU;2012;6;Other;30;Tertiary education completed (ISCED 5-6);A big city;1,579574529
HU;2012;7;Other;56;Upper secondary education completed (ISCED 3);A big city;1,032245483
HU;2012;6;Other;26;Tertiary education completed (ISCED 5-6);A big city;0,972264459
HU;2012;1;Other;49;Upper secondary education completed (ISCED 3);A big city;0,934554364
HU;2012;5;Other;20;Upper secondary education completed (ISCED 3);A big city;0,872803779
HU;2012;7;Other;48;Upper secondary education completed (ISCED 3);A big city;0,934554364
HU;2012;4;Other;38;Upper secondary education completed (ISCED 3);A big city;0,934554364
HU;2012;6;Other;40;Tertiary education completed (ISCED 5-6);A big city;1,130455967
HU;2012;6;Fidesz;54;Upper secondary education completed (ISCED 3);A big city;0,934554364
HU;2012;4;Other;53;Upper secondary education completed (ISCED 3);Country village;0,94809155
HU;2012;2;Other;39;Upper secondary education completed (ISCED 3);Country village;0,94809155
HU;2012;5;Fidesz;68;Upper secondary education completed (ISCED 3);Country village;1,099346194
HU;2012;2;Other;78;Less than lower secondary education (ISCED 0-1);Farm or home in countryside;1,375124576
HU;2012;0;Other;31;Upper secondary education completed (ISCED 3);Country village;1,092357622
HU;2012;5;Other;42;Upper secondary education completed (ISCED 3);Country village;0,995304702
HU;2012;3;Other;26;Post-secondary non-tertiary education completed (ISCED 4);Country village;0,929540045
HU;2012;2;Other;17;Lower secondary education completed (ISCED 2);Country village;1,634367973
HU;2012;3;Other;84;Lower secondary education completed (ISCED 2);Country village;1,038044775
HU;2012;4;Fidesz;23;Upper secondary education completed (ISCED 3);Country village;0,929540045
HU;2012;3;Other;53;Upper secondary education completed (ISCED 3);Country village;0,94809155
HU;2012;2;Other;28;Upper secondary education completed (ISCED 3);Country village;1,092357622
HU;2012;5;Fidesz;41;Tertiary education completed (ISCED 5-6);Country village;0,834627046
HU;2012;0;Other;55;Upper secondary education completed (ISCED 3);Country village;0,92780901
HU;2012;1;Other;66;Upper secondary education completed (ISCED 3);Country village;1,099346194
HU;2012;4;Other;54;Upper secondary education completed (ISCED 3);Town or small city;1,11971779
HU;2012;1;Fidesz;39;Lower secondary education completed (ISCED 2);Town or small city;1,429868137
HU;2012;4;Fidesz;28;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,045732551
HU;2012;3;Other;47;Upper secondary education completed (ISCED 3);Town or small city;1,066602994
HU;2012;2;Other;78;Less than lower secondary education (ISCED 0-1);Town or small city;1,167800371
HU;2012;3;Other;20;Upper secondary education completed (ISCED 3);Country village;1,228902325
HU;2012;5;Fidesz;80;Less than lower secondary education (ISCED 0-1);Country village;1,167800371
HU;2012;5;Other;43;Upper secondary education completed (ISCED 3);Town or small city;1,066602994
HU;2012;2;Fidesz;62;Lower secondary education completed (ISCED 2);Country village;1,167800371
HU;2012;2;Fidesz;47;Upper secondary education completed (ISCED 3);Farm or home in countryside;1,066602994
HU;2012;2;Fidesz;38;Lower secondary education completed (ISCED 2);Town or small city;1,345088172
HU;2012;1;Fidesz;57;Upper secondary education completed (ISCED 3);Town or small city;1,163434037
HU;2012;2;Other;73;Other;Town or small city;1,11150821
HU;2012;2;Other;62;Upper secondary education completed (ISCED 3);Town or small city;0,981896865
HU;2012;3;Fidesz;61;Upper secondary education completed (ISCED 3);Town or small city;0,981896865
HU;2012;NA;Other;59;Upper secondary education completed (ISCED 3);Town or small city;1,163434037
HU;2012;2;Fidesz;42;Upper secondary education completed (ISCED 3);Town or small city;1,053327308
HU;2012;3;Fidesz;42;Upper secondary education completed (ISCED 3);Town or small city;1,053327308
HU;2012;2;Other;24;Upper secondary education completed (ISCED 3);Country village;1,237436609
HU;2012;0;Fidesz;37;Upper secondary education completed (ISCED 3);Country village;1,127493827
HU;2012;6;Other;23;Post-secondary non-tertiary education completed (ISCED 4);Country village;1,052994787
HU;2012;0;Fidesz;61;Lower secondary education completed (ISCED 2);Country village;1,175910324
HU;2012;NA;Other;79;Upper secondary education completed (ISCED 3);Country village;1,245353352
HU;2012;3;Fidesz;63;Upper secondary education completed (ISCED 3);Country village;1,051033848
HU;2012;NA;Other;18;Lower secondary education completed (ISCED 2);Town or small city;1,465817501
HU;2012;NA;Other;18;Lower secondary education completed (ISCED 2);Town or small city;1,729645619
HU;2012;1;Other;34;Upper secondary education completed (ISCED 3);Town or small city;0,983728814
HU;2012;2;Other;42;Upper secondary education completed (ISCED 3);Town or small city;1,053327308
HU;2012;2;Other;31;Tertiary education completed (ISCED 5-6);Town or small city;1,095829997
HU;2012;0;Other;52;Upper secondary education completed (ISCED 3);Town or small city;1,003361803
HU;2012;6;Other;57;Upper secondary education completed (ISCED 3);A big city;1,149516675
HU;2012;7;Other;44;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,991359276
HU;2012;9;Other;45;Tertiary education completed (ISCED 5-6);A big city;1,258884641
HU;2012;4;Other;38;Upper secondary education completed (ISCED 3);A big city;1,040727078
HU;2012;3;Other;70;Upper secondary education completed (ISCED 3);A big city;1,149516675
HU;2012;3;Other;67;Lower secondary education completed (ISCED 2);A big city;1,43788066
HU;2012;3;Other;62;Tertiary education completed (ISCED 5-6);A big city;1,156336055
HU;2012;4;Other;23;Tertiary education completed (ISCED 5-6);A big city;1,082721336
HU;2012;2;Other;76;Upper secondary education completed (ISCED 3);A big city;0,970151108
HU;2012;2;Other;86;Less than lower secondary education (ISCED 0-1);A big city;1,085417664
HU;2012;4;Fidesz;25;Post-secondary non-tertiary education completed (ISCED 4);A big city;1,142209169
HU;2012;4;Other;51;Upper secondary education completed (ISCED 3);A big city;0,991359276
HU;2012;3;Other;65;Lower secondary education completed (ISCED 2);A big city;1,085417664
HU;2012;4;Other;77;Lower secondary education completed (ISCED 2);A big city;1,085417664
HU;2012;4;Other;22;Upper secondary education completed (ISCED 3);A big city;1,142209169
HU;2012;5;Other;35;Upper secondary education completed (ISCED 3);Country village;0,884146269
HU;2012;5;Other;18;Lower secondary education completed (ISCED 2);Country village;1,230384008
HU;2012;4;Fidesz;46;Lower secondary education completed (ISCED 2);Country village;1,114775367
HU;2012;5;Other;49;Upper secondary education completed (ISCED 3);Country village;0,884146269
HU;2012;3;Fidesz;38;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,842206015
HU;2012;2;Fidesz;60;Lower secondary education completed (ISCED 2);Country village;0,92211301
HU;2012;5;Other;20;Upper secondary education completed (ISCED 3);Country village;0,915314853
HU;2012;1;Other;36;Upper secondary education completed (ISCED 3);Country village;0,980073082
HU;2012;0;Other;26;Lower secondary education completed (ISCED 2);Country village;1,609356465
HU;2012;4;Other;78;Less than lower secondary education (ISCED 0-1);Country village;1,022159083
HU;2012;8;Fidesz;19;Upper secondary education completed (ISCED 3);Country village;0,915314853
HU;2012;6;Fidesz;47;Upper secondary education completed (ISCED 3);Country village;0,980073082
HU;2012;6;Other;58;Lower secondary education completed (ISCED 2);Country village;1,022159083
HU;2012;1;Other;58;Upper secondary education completed (ISCED 3);Town or small city;0,880311371
HU;2012;0;Other;28;Upper secondary education completed (ISCED 3);Town or small city;0,87471521
HU;2012;6;Other;26;Upper secondary education completed (ISCED 3);Town or small city;0,744337567
HU;2012;0;Other;36;Upper secondary education completed (ISCED 3);Town or small city;0,759192852
HU;2012;7;Other;22;Upper secondary education completed (ISCED 3);Town or small city;0,87471521
HU;2012;0;Other;32;Upper secondary education completed (ISCED 3);Town or small city;0,87471521
HU;2012;3;Other;46;Upper secondary education completed (ISCED 3);Town or small city;0,893373334
HU;2012;2;Other;21;Lower secondary education completed (ISCED 2);Town or small city;1,243224455
HU;2012;4;Other;61;Upper secondary education completed (ISCED 3);Town or small city;0,832790026
HU;2012;4;Fidesz;31;Tertiary education completed (ISCED 5-6);Town or small city;0,929421738
HU;2012;4;Other;19;Upper secondary education completed (ISCED 3);Town or small city;0,980486849
HU;2012;2;Other;45;Upper secondary education completed (ISCED 3);Town or small city;0,850995386
HU;2012;4;Other;41;Tertiary education completed (ISCED 5-6);Town or small city;1,152753896
HU;2012;6;Other;66;Lower secondary education completed (ISCED 2);Town or small city;0,993911118
HU;2012;4;Other;37;Lower secondary education completed (ISCED 2);Town or small city;1,201574665
HU;2012;6;Other;55;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,052606238
HU;2012;5;Other;25;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,045914793
HU;2012;4;Other;63;Upper secondary education completed (ISCED 3);Town or small city;0,888362153
HU;2012;6;Fidesz;54;Tertiary education completed (ISCED 5-6);Town or small city;0,799141926
HU;2012;4;Other;54;Upper secondary education completed (ISCED 3);Town or small city;0,952988189
HU;2012;2;Other;52;Upper secondary education completed (ISCED 3);Town or small city;1,066602994
HU;2012;4;Other;27;Post-secondary non-tertiary education completed (ISCED 4);Suburbs or outskirts of big city;1,045732551
HU;2012;3;Other;48;Lower secondary education completed (ISCED 2);Town or small city;1,429868137
HU;2012;5;Other;69;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,043785136
HU;2012;3;Other;65;Lower secondary education completed (ISCED 2);Town or small city;0,931736301
HU;2012;0;Fidesz;61;Upper secondary education completed (ISCED 3);Town or small city;0,832790026
HU;2012;6;Fidesz;25;Lower secondary education completed (ISCED 2);Town or small city;1,466988714
HU;2012;2;Fidesz;82;Upper secondary education completed (ISCED 3);Town or small city;0,986759705
HU;2012;4;Fidesz;28;Upper secondary education completed (ISCED 3);Town or small city;0,834343782
HU;2012;4;Other;54;Lower secondary education completed (ISCED 2);Town or small city;1,126409307
HU;2012;6;Other;42;Upper secondary education completed (ISCED 3);Town or small city;0,850995386
HU;2012;6;Fidesz;88;Upper secondary education completed (ISCED 3);Town or small city;0,832790026
HU;2012;3;Fidesz;70;Less than lower secondary education (ISCED 0-1);Town or small city;0,931736301
HU;2012;1;Fidesz;45;Lower secondary education completed (ISCED 2);Town or small city;1,126409307
HU;2012;1;Other;30;Upper secondary education completed (ISCED 3);Town or small city;0,980486849
HU;2012;2;Other;32;Upper secondary education completed (ISCED 3);Town or small city;0,834343782
HU;2012;6;Fidesz;55;Upper secondary education completed (ISCED 3);Town or small city;0,832790026
HU;2012;3;Other;20;Upper secondary education completed (ISCED 3);Town or small city;0,834343782
HU;2012;4;Other;17;Lower secondary education completed (ISCED 2);Town or small city;1,243224455
HU;2012;5;Fidesz;51;Tertiary education completed (ISCED 5-6);Town or small city;0,749151034
HU;2012;2;Fidesz;59;Upper secondary education completed (ISCED 3);Town or small city;0,832790026
HU;2012;1;Other;39;Upper secondary education completed (ISCED 3);Town or small city;0,850995386
HU;2012;3;Fidesz;64;Upper secondary education completed (ISCED 3);Town or small city;0,986759705
HU;2012;3;Other;31;Upper secondary education completed (ISCED 3);Town or small city;0,980486849
HU;2012;8;Other;18;Lower secondary education completed (ISCED 2);Town or small city;1,564880956
HU;2012;7;Other;22;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,890019591
HU;2012;7;Other;52;Lower secondary education completed (ISCED 2);Town or small city;1,216956145
HU;2012;5;Other;72;Upper secondary education completed (ISCED 3);Town or small city;1,052606238
HU;2012;9;Fidesz;40;Upper secondary education completed (ISCED 3);Town or small city;0,952988189
HU;2012;8;Other;59;Less than lower secondary education (ISCED 0-1);Suburbs or outskirts of big city;0,993911118
HU;2012;5;Other;31;Upper secondary education completed (ISCED 3);Town or small city;1,045914793
HU;2012;4;Other;66;Upper secondary education completed (ISCED 3);Town or small city;0,888362153
HU;2012;2;Other;33;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,890019591
HU;2012;4;Other;66;Lower secondary education completed (ISCED 2);Country village;1,22154679
HU;2012;2;Other;22;Upper secondary education completed (ISCED 3);Country village;0,825726395
HU;2012;3;Other;25;Upper secondary education completed (ISCED 3);Country village;0,970360046
HU;2012;6;Other;79;Lower secondary education completed (ISCED 2);Country village;0,92211301
HU;2012;7;Fidesz;20;Upper secondary education completed (ISCED 3);Country village;0,825726395
HU;2012;8;Fidesz;52;Upper secondary education completed (ISCED 3);Country village;0,842206015
HU;2012;4;Other;68;Less than lower secondary education (ISCED 0-1);Country village;0,92211301
HU;2012;5;Other;57;Upper secondary education completed (ISCED 3);Country village;0,976568114
HU;2012;0;Fidesz;64;Tertiary education completed (ISCED 5-6);Town or small city;0,978110299
HU;2012;3;Other;71;Upper secondary education completed (ISCED 3);Town or small city;1,052606238
HU;2012;3;Other;41;Upper secondary education completed (ISCED 3);Town or small city;0,907782358
HU;2012;1;Other;50;Tertiary education completed (ISCED 5-6);Town or small city;1,152753896
HU;2012;0;Other;81;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,052606238
HU;2012;4;Other;65;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,052606238
HU;2012;3;Fidesz;56;Upper secondary education completed (ISCED 3);Farm or home in countryside;0,876645778
HU;2012;4;Other;57;Upper secondary education completed (ISCED 3);Country village;0,739857795
HU;2012;5;Other;46;Post-secondary non-tertiary education completed (ISCED 4);Country village;0,756031593
HU;2012;4;Fidesz;64;Upper secondary education completed (ISCED 3);Country village;0,739857795
HU;2012;5;Other;21;Upper secondary education completed (ISCED 3);Country village;0,871072918
HU;2012;3;Other;34;Upper secondary education completed (ISCED 3);Country village;0,741238165
HU;2012;5;Other;47;Upper secondary education completed (ISCED 3);Country village;0,793680525
HU;2012;7;Fidesz;70;Upper secondary education completed (ISCED 3);Country village;0,876645778
HU;2012;5;Other;27;Upper secondary education completed (ISCED 3);Country village;0,741238165
HU;2012;5;Other;34;Tertiary education completed (ISCED 5-6);Country village;1,341470963
HU;2012;3;Other;69;Lower secondary education completed (ISCED 2);Town or small city;1,09855897
HU;2012;6;Other;41;Upper secondary education completed (ISCED 3);Town or small city;1,053327308
HU;2012;3;Other;21;Upper secondary education completed (ISCED 3);Town or small city;0,983728814
HU;2012;3;Other;44;Upper secondary education completed (ISCED 3);Town or small city;1,003361803
